tuple
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'All', 'All', 1, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Calhoun', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 202, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Calhoun', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 203, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Calhoun', 'Personal Residential - Mobile Homeowners', 204, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Calhoun', 'Personal Residential - Mobile Homeowners - WIND ONLY', 205, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Calhoun', 'Personal Residential - Primary Private Flood', 206, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Calhoun', 'Personal Residential - Tenants', 207, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Calhoun', 'Personal Residential - Tenants - WIND ONLY', 208, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'All', 209, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 210, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 211, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 212, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Commercial Residential - Allied Lines (Condo Associations Only)', 213, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 214, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Commercial Residential - CMP (Condo Associations Only)', 215, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Commercial Residential - CMP (Excl Condo Associations)', 216, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 217, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 218, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Allied Lines', 219, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 220, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Condominium Unit Owners', 221, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 222, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Dwelling/Fire', 223, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 224, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 225, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Excess Private Flood', 226, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Farmowners', 227, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 228, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 229, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Mobile Homeowners', 230, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Mobile Homeowners - WIND ONLY', 231, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Primary Private Flood', 232, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Tenants', 233, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Charlotte', 'Personal Residential - Tenants - WIND ONLY', 234, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'All', 235, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 236, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 237, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 238, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Commercial Residential - Allied Lines (Condo Associations Only)', 239, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 240, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Commercial Residential - CMP (Condo Associations Only)', 241, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Commercial Residential - CMP (Excl Condo Associations)', 242, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 243, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 244, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Allied Lines', 245, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 246, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Condominium Unit Owners', 247, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 248, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Dwelling/Fire', 249, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 250, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 251, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Excess Private Flood', 252, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Farmowners', 253, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 254, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 255, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Mobile Homeowners', 256, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Mobile Homeowners - WIND ONLY', 257, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Primary Private Flood', 258, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Tenants', 259, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Citrus', 'Personal Residential - Tenants - WIND ONLY', 260, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'All', 261, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 262, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 263, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 264, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Commercial Residential - Allied Lines (Condo Associations Only)', 265, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 266, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Commercial Residential - CMP (Condo Associations Only)', 267, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Commercial Residential - CMP (Excl Condo Associations)', 268, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 269, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 270, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Allied Lines', 271, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 272, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Condominium Unit Owners', 273, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 274, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Dwelling/Fire', 275, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 276, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 277, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Excess Private Flood', 278, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Farmowners', 279, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 280, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 281, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Mobile Homeowners', 282, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Mobile Homeowners - WIND ONLY', 283, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Primary Private Flood', 284, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Tenants', 285, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Clay', 'Personal Residential - Tenants - WIND ONLY', 286, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'All', 287, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 288, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 289, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 290, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Commercial Residential - Allied Lines (Condo Associations Only)', 291, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 292, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Commercial Residential - CMP (Condo Associations Only)', 293, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Commercial Residential - CMP (Excl Condo Associations)', 294, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 295, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 296, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Allied Lines', 297, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 298, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Condominium Unit Owners', 299, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 300, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Dwelling/Fire', 301, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 302, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 303, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Excess Private Flood', 304, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Farmowners', 305, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 306, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 307, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Mobile Homeowners', 308, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Mobile Homeowners - WIND ONLY', 309, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Primary Private Flood', 310, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Tenants', 311, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Collier', 'Personal Residential - Tenants - WIND ONLY', 312, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'All', 313, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 314, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 315, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 316, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Commercial Residential - Allied Lines (Condo Associations Only)', 317, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 318, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Commercial Residential - CMP (Condo Associations Only)', 319, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Commercial Residential - CMP (Excl Condo Associations)', 320, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 321, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 322, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Allied Lines', 323, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 324, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Condominium Unit Owners', 325, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 326, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Dwelling/Fire', 327, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 328, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 329, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Excess Private Flood', 330, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Farmowners', 331, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 332, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 333, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Mobile Homeowners', 334, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Mobile Homeowners - WIND ONLY', 335, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Primary Private Flood', 336, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Tenants', 337, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Columbia', 'Personal Residential - Tenants - WIND ONLY', 338, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'All', 339, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Commercial Residential - (Apartment Buildings) - WIND ONLY', 340, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Commercial Residential - (Condo Associations Only) - WIND ONLY', 341, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Commercial Residential - (Homeowners Association) - WIND ONLY', 342, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Commercial Residential - Allied Lines (Condo Associations Only)', 343, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Commercial Residential - Allied Lines (Excl Condo Associations)', 344, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Commercial Residential - CMP (Condo Associations Only)', 345, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Commercial Residential - CMP (Excl Condo Associations)', 346, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Commercial Residential - Dwelling/Fire (Condo Associations Only)', 347, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Commercial Residential - Dwelling/Fire (Excl Condo Associations)', 348, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Allied Lines', 349, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Allied Lines - WIND ONLY DWELLINGS', 350, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Condominium Unit Owners', 351, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Condominium Unit Owners - WIND ONLY', 352, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Dwelling/Fire', 353, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Dwelling/Fire - Mobile Homeowners', 354, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Dwelling/Fire - Mobile Homeowners - WIND ONLY', 355, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Excess Private Flood', 356, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Farmowners', 357, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied', 358, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Homeowners (Excl Tenant and Condo) - Owner Occupied - WIND ONLY', 359, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Mobile Homeowners', 360, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Mobile Homeowners - WIND ONLY', 361, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Primary Private Flood', 362, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Tenants', 363, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Dade', 'Personal Residential - Tenants - WIND ONLY', 364, 10)"
"('2024', 'Quarter 1 (01/01/2024-03/31/2024)', 'Desoto', 'All', 365, 10)"
